order_date;document_number;costumer;product;unit_price;document_value;implant_date
25/02/2024;5866;39;10;200;2000;15/07/2023
25/02/2024;5867;44;10;200;2000;29/07/2023
25/02/2024;5868;50;4;150;600;04/09/2023
25/02/2024;5869;51;9;200;1800;14/09/2023
25/02/2024;5870;59;10;200;2000;18/10/2023
25/02/2024;5871;64;9;200;1800;14/11/2023
25/02/2024;5872;64;5;90;450;14/11/2023
25/02/2024;5873;65;8;190;1520;17/11/2023
25/02/2024;5874;68;10;200;2000;02/12/2023
25/02/2024;5875;71;7;40;280;12/12/2023
25/02/2024;5876;73;4;150;600;20/12/2023
25/02/2024;5877;74;8;190;1520;25/12/2023
25/02/2024;5878;75;8;190;1520;29/12/2023
25/02/2024;5879;76;6;30;180;10/01/2024
25/02/2024;5880;76;10;200;2000;10/01/2024
25/02/2024;5881;78;10;200;2000;12/01/2024
25/02/2024;5882;78;10;200;2000;12/01/2024
25/02/2024;5883;79;2;105;210;18/01/2024
25/02/2024;5884;81;9;200;1800;25/01/2024
25/02/2024;5885;84;2;105;210;23/02/2024
26/02/2024;5886;3;4;150;600;15/01/2023
26/02/2024;5887;22;3;120;360;03/04/2023
26/02/2024;5888;29;5;90;450;13/05/2023
26/02/2024;5889;31;1;100;100;23/05/2023
26/02/2024;5890;39;3;120;360;15/07/2023
26/02/2024;5891;41;10;200;2000;24/07/2023
26/02/2024;5892;43;9;200;1800;26/07/2023
26/02/2024;5893;44;9;200;1800;29/07/2023
26/02/2024;5894;45;5;90;450;30/07/2023
26/02/2024;5895;48;2;105;210;29/08/2023
26/02/2024;5896;49;7;40;280;30/08/2023
26/02/2024;5897;49;8;190;1520;30/08/2023
26/02/2024;5898;52;8;190;1520;17/09/2023
26/02/2024;5899;53;1;100;100;21/09/2023
26/02/2024;5900;56;5;90;450;26/09/2023
26/02/2024;5901;59;1;100;100;18/10/2023
26/02/2024;5902;60;7;40;280;19/10/2023
26/02/2024;5903;61;2;105;210;04/11/2023
26/02/2024;5904;67;1;100;100;24/11/2023
26/02/2024;5905;70;10;200;2000;08/12/2023
26/02/2024;5906;71;2;105;210;12/12/2023
26/02/2024;5907;71;10;200;2000;12/12/2023
26/02/2024;5908;75;4;150;600;29/12/2023
26/02/2024;5909;76;4;150;600;10/01/2024
26/02/2024;5910;77;5;90;450;10/01/2024
26/02/2024;5911;77;3;120;360;10/01/2024
26/02/2024;5912;80;5;90;450;23/01/2024
26/02/2024;5913;80;6;30;180;23/01/2024
26/02/2024;5914;80;3;120;360;23/01/2024
26/02/2024;5915;80;10;200;2000;23/01/2024
26/02/2024;5916;82;3;120;360;05/02/2024
26/02/2024;5917;82;8;190;1520;05/02/2024
26/02/2024;5918;82;5;90;450;05/02/2024
26/02/2024;5919;84;9;200;1800;23/02/2024
26/02/2024;5920;84;9;200;1800;23/02/2024
27/02/2024;5921;2;7;40;280;08/01/2023
27/02/2024;5922;4;4;150;600;17/01/2023
27/02/2024;5923;6;9;200;1800;01/02/2023
27/02/2024;5924;7;5;90;450;06/02/2023
27/02/2024;5925;16;8;190;1520;10/03/2023
27/02/2024;5926;17;6;30;180;16/03/2023
27/02/2024;5927;24;3;120;360;22/04/2023
27/02/2024;5928;28;1;100;100;08/05/2023
27/02/2024;5929;29;8;190;1520;13/05/2023
27/02/2024;5930;29;9;200;1800;13/05/2023
27/02/2024;5931;32;2;105;210;05/06/2023
27/02/2024;5932;37;3;120;360;10/07/2023
27/02/2024;5933;38;10;200;2000;13/07/2023
27/02/2024;5934;55;3;120;360;22/09/2023
27/02/2024;5935;55;10;200;2000;22/09/2023
27/02/2024;5936;58;6;30;180;12/10/2023
27/02/2024;5937;59;5;90;450;18/10/2023
27/02/2024;5938;61;6;30;180;04/11/2023
27/02/2024;5939;62;6;30;180;07/11/2023
27/02/2024;5940;64;8;190;1520;14/11/2023
27/02/2024;5941;64;5;90;450;14/11/2023
27/02/2024;5942;65;7;40;280;17/11/2023
27/02/2024;5943;66;2;105;210;23/11/2023
27/02/2024;5944;68;6;30;180;02/12/2023
27/02/2024;5945;69;7;40;280;03/12/2023
27/02/2024;5946;71;2;105;210;12/12/2023
27/02/2024;5947;71;1;100;100;12/12/2023
27/02/2024;5948;72;7;40;280;18/12/2023
27/02/2024;5949;72;1;100;100;18/12/2023
27/02/2024;5950;73;5;90;450;20/12/2023
27/02/2024;5951;75;2;105;210;29/12/2023
27/02/2024;5952;75;4;150;600;29/12/2023
27/02/2024;5953;75;5;90;450;29/12/2023
27/02/2024;5954;75;8;190;1520;29/12/2023
27/02/2024;5955;76;4;150;600;10/01/2024
27/02/2024;5956;77;5;90;450;10/01/2024
27/02/2024;5957;77;4;150;600;10/01/2024
27/02/2024;5958;78;6;30;180;12/01/2024
27/02/2024;5959;80;1;100;100;23/01/2024
27/02/2024;5960;80;5;90;450;23/01/2024
27/02/2024;5961;80;6;30;180;23/01/2024
27/02/2024;5962;81;2;105;210;25/01/2024
27/02/2024;5963;82;1;100;100;05/02/2024
27/02/2024;5964;82;1;100;100;05/02/2024
27/02/2024;5965;84;1;100;100;23/02/2024
27/02/2024;5966;84;5;90;450;23/02/2024
28/02/2024;5967;6;1;100;100;01/02/2023
28/02/2024;5968;6;10;200;2000;01/02/2023
28/02/2024;5969;17;4;150;600;16/03/2023
28/02/2024;5970;18;9;200;1800;18/03/2023
28/02/2024;5971;19;8;190;1520;27/03/2023
28/02/2024;5972;26;7;40;280;26/04/2023
28/02/2024;5973;27;5;90;450;04/05/2023
28/02/2024;5974;31;10;200;2000;23/05/2023
28/02/2024;5975;35;5;90;450;17/06/2023
28/02/2024;5976;36;5;90;450;09/07/2023
28/02/2024;5977;41;2;105;210;24/07/2023
28/02/2024;5978;45;6;30;180;30/07/2023
28/02/2024;5979;56;1;100;100;26/09/2023
28/02/2024;5980;57;5;90;450;02/10/2023
28/02/2024;5981;58;4;150;600;12/10/2023
28/02/2024;5982;60;3;120;360;19/10/2023
28/02/2024;5983;60;10;200;2000;19/10/2023
28/02/2024;5984;61;2;105;210;04/11/2023
28/02/2024;5985;61;9;200;1800;04/11/2023
28/02/2024;5986;65;1;100;100;17/11/2023
28/02/2024;5987;69;2;105;210;03/12/2023
28/02/2024;5988;72;2;105;210;18/12/2023
28/02/2024;5989;72;1;100;100;18/12/2023
28/02/2024;5990;73;5;90;450;20/12/2023
28/02/2024;5991;74;10;200;2000;25/12/2023
28/02/2024;5992;79;2;105;210;18/01/2024
28/02/2024;5993;79;9;200;1800;18/01/2024
28/02/2024;5994;80;10;200;2000;23/01/2024
28/02/2024;5995;83;1;100;100;15/02/2024
28/02/2024;5996;83;1;100;100;15/02/2024
28/02/2024;5997;84;6;30;180;23/02/2024
29/02/2024;5998;1;3;120;360;01/01/2023
29/02/2024;5999;2;7;40;280;08/01/2023
29/02/2024;6000;5;10;200;2000;31/01/2023
29/02/2024;6001;7;2;105;210;06/02/2023
29/02/2024;6002;12;5;90;450;19/02/2023
29/02/2024;6003;17;10;200;2000;16/03/2023
29/02/2024;6004;19;7;40;280;27/03/2023
29/02/2024;6005;30;9;200;1800;23/05/2023
29/02/2024;6006;41;7;40;280;24/07/2023
29/02/2024;6007;43;6;30;180;26/07/2023
29/02/2024;6008;45;2;105;210;30/07/2023
29/02/2024;6009;45;10;200;2000;30/07/2023
29/02/2024;6010;49;1;100;100;30/08/2023
29/02/2024;6011;50;4;150;600;04/09/2023
29/02/2024;6012;51;3;120;360;14/09/2023
29/02/2024;6013;57;7;40;280;02/10/2023
29/02/2024;6014;58;1;100;100;12/10/2023
29/02/2024;6015;63;9;200;1800;07/11/2023
29/02/2024;6016;66;1;100;100;23/11/2023
29/02/2024;6017;69;2;105;210;03/12/2023
29/02/2024;6018;72;4;150;600;18/12/2023
29/02/2024;6019;72;3;120;360;18/12/2023
29/02/2024;6020;74;4;150;600;25/12/2023
29/02/2024;6021;74;4;150;600;25/12/2023
29/02/2024;6022;77;1;100;100;10/01/2024
29/02/2024;6023;78;6;30;180;12/01/2024
29/02/2024;6024;79;5;90;450;18/01/2024
29/02/2024;6025;79;9;200;1800;18/01/2024
29/02/2024;6026;79;4;150;600;18/01/2024
29/02/2024;6027;80;7;40;280;23/01/2024
29/02/2024;6028;81;10;200;2000;25/01/2024
29/02/2024;6029;83;2;105;210;15/02/2024
29/02/2024;6030;84;6;30;180;23/02/2024
29/02/2024;6031;84;2;105;210;23/02/2024
29/02/2024;6032;84;4;150;600;23/02/2024
29/02/2024;6033;85;7;40;280;29/02/2024
01/03/2024;6034;4;10;200;2000;17/01/2023
01/03/2024;6035;7;7;40;280;06/02/2023
01/03/2024;6036;9;5;90;450;09/02/2023
01/03/2024;6037;17;9;200;1800;16/03/2023
01/03/2024;6038;20;7;40;280;29/03/2023
01/03/2024;6039;25;7;40;280;25/04/2023
01/03/2024;6040;25;4;150;600;25/04/2023
01/03/2024;6041;36;3;120;360;09/07/2023
01/03/2024;6042;41;4;150;600;24/07/2023
01/03/2024;6043;47;9;200;1800;28/08/2023
01/03/2024;6044;47;7;40;280;28/08/2023
01/03/2024;6045;52;10;200;2000;17/09/2023
01/03/2024;6046;52;5;90;450;17/09/2023
01/03/2024;6047;52;8;190;1520;17/09/2023
01/03/2024;6048;52;7;40;280;17/09/2023
01/03/2024;6049;55;3;120;360;22/09/2023
01/03/2024;6050;56;6;30;180;26/09/2023
01/03/2024;6051;56;8;190;1520;26/09/2023
01/03/2024;6052;60;1;100;100;19/10/2023
01/03/2024;6053;61;1;100;100;04/11/2023
01/03/2024;6054;62;9;200;1800;07/11/2023
01/03/2024;6055;63;9;200;1800;07/11/2023
01/03/2024;6056;63;8;190;1520;07/11/2023
01/03/2024;6057;65;7;40;280;17/11/2023
01/03/2024;6058;67;10;200;2000;24/11/2023
01/03/2024;6059;68;10;200;2000;02/12/2023
01/03/2024;6060;71;3;120;360;12/12/2023
01/03/2024;6061;72;2;105;210;18/12/2023
01/03/2024;6062;73;3;120;360;20/12/2023
01/03/2024;6063;75;9;200;1800;29/12/2023
01/03/2024;6064;76;6;30;180;10/01/2024
01/03/2024;6065;76;3;120;360;10/01/2024
01/03/2024;6066;76;2;105;210;10/01/2024
01/03/2024;6067;78;2;105;210;12/01/2024
01/03/2024;6068;79;7;40;280;18/01/2024
01/03/2024;6069;81;2;105;210;25/01/2024
01/03/2024;6070;82;1;100;100;05/02/2024
01/03/2024;6071;82;7;40;280;05/02/2024
01/03/2024;6072;83;4;150;600;15/02/2024
01/03/2024;6073;83;8;190;1520;15/02/2024
01/03/2024;6074;84;4;150;600;23/02/2024
01/03/2024;6075;84;4;150;600;23/02/2024
01/03/2024;6076;85;3;120;360;29/02/2024
02/03/2024;6077;2;5;90;450;08/01/2023
02/03/2024;6078;3;8;190;1520;15/01/2023
02/03/2024;6079;5;3;120;360;31/01/2023
02/03/2024;6080;5;7;40;280;31/01/2023
02/03/2024;6081;10;2;105;210;14/02/2023
02/03/2024;6082;13;9;200;1800;03/03/2023
02/03/2024;6083;15;6;30;180;10/03/2023
02/03/2024;6084;17;6;30;180;16/03/2023
02/03/2024;6085;25;1;100;100;25/04/2023
02/03/2024;6086;27;5;90;450;04/05/2023
02/03/2024;6087;30;1;100;100;23/05/2023
02/03/2024;6088;31;3;120;360;23/05/2023
02/03/2024;6089;32;4;150;600;05/06/2023
02/03/2024;6090;33;2;105;210;08/06/2023
02/03/2024;6091;41;10;200;2000;24/07/2023
02/03/2024;6092;42;2;105;210;24/07/2023
02/03/2024;6093;42;2;105;210;24/07/2023
02/03/2024;6094;43;3;120;360;26/07/2023
02/03/2024;6095;44;7;40;280;29/07/2023
02/03/2024;6096;46;5;90;450;27/08/2023
02/03/2024;6097;46;3;120;360;27/08/2023
02/03/2024;6098;47;3;120;360;28/08/2023
02/03/2024;6099;48;9;200;1800;29/08/2023
02/03/2024;6100;48;1;100;100;29/08/2023
02/03/2024;6101;49;7;40;280;30/08/2023
02/03/2024;6102;56;5;90;450;26/09/2023
02/03/2024;6103;56;1;100;100;26/09/2023
02/03/2024;6104;58;8;190;1520;12/10/2023
02/03/2024;6105;58;5;90;450;12/10/2023
02/03/2024;6106;59;3;120;360;18/10/2023
02/03/2024;6107;59;4;150;600;18/10/2023
02/03/2024;6108;64;9;200;1800;14/11/2023
02/03/2024;6109;64;9;200;1800;14/11/2023
02/03/2024;6110;69;3;120;360;03/12/2023
02/03/2024;6111;71;3;120;360;12/12/2023
02/03/2024;6112;72;10;200;2000;18/12/2023
02/03/2024;6113;73;1;100;100;20/12/2023
02/03/2024;6114;76;4;150;600;10/01/2024
02/03/2024;6115;79;10;200;2000;18/01/2024
02/03/2024;6116;80;3;120;360;23/01/2024
02/03/2024;6117;82;8;190;1520;05/02/2024
02/03/2024;6118;84;1;100;100;23/02/2024
03/03/2024;6119;13;9;200;1800;03/03/2023
03/03/2024;6120;14;3;120;360;03/03/2023
03/03/2024;6121;15;10;200;2000;10/03/2023
03/03/2024;6122;16;9;200;1800;10/03/2023
03/03/2024;6123;20;2;105;210;29/03/2023
03/03/2024;6124;25;5;90;450;25/04/2023
03/03/2024;6125;25;5;90;450;25/04/2023
03/03/2024;6126;28;8;190;1520;08/05/2023
03/03/2024;6127;30;9;200;1800;23/05/2023
03/03/2024;6128;32;6;30;180;05/06/2023
03/03/2024;6129;37;10;200;2000;10/07/2023
03/03/2024;6130;40;9;200;1800;15/07/2023
03/03/2024;6131;44;8;190;1520;29/07/2023
03/03/2024;6132;49;1;100;100;30/08/2023
03/03/2024;6133;50;7;40;280;04/09/2023
03/03/2024;6134;53;6;30;180;21/09/2023
03/03/2024;6135;53;8;190;1520;21/09/2023
03/03/2024;6136;55;10;200;2000;22/09/2023
03/03/2024;6137;55;5;90;450;22/09/2023
03/03/2024;6138;58;10;200;2000;12/10/2023
03/03/2024;6139;60;7;40;280;19/10/2023
03/03/2024;6140;62;8;190;1520;07/11/2023
03/03/2024;6141;63;9;200;1800;07/11/2023
03/03/2024;6142;65;2;105;210;17/11/2023
03/03/2024;6143;68;9;200;1800;02/12/2023
03/03/2024;6144;70;2;105;210;08/12/2023
03/03/2024;6145;73;4;150;600;20/12/2023
03/03/2024;6146;74;4;150;600;25/12/2023
03/03/2024;6147;74;5;90;450;25/12/2023
03/03/2024;6148;75;2;105;210;29/12/2023
03/03/2024;6149;78;2;105;210;12/01/2024
03/03/2024;6150;78;6;30;180;12/01/2024
03/03/2024;6151;80;1;100;100;23/01/2024
03/03/2024;6152;80;7;40;280;23/01/2024
03/03/2024;6153;80;3;120;360;23/01/2024
03/03/2024;6154;80;7;40;280;23/01/2024
03/03/2024;6155;81;2;105;210;25/01/2024
03/03/2024;6156;82;1;100;100;05/02/2024
03/03/2024;6157;85;2;105;210;29/02/2024
03/03/2024;6158;85;7;40;280;29/02/2024
03/03/2024;6159;85;4;150;600;29/02/2024
03/03/2024;6160;86;5;90;450;03/03/2024
03/03/2024;6161;86;10;200;2000;03/03/2024
04/03/2024;6162;1;6;30;180;01/01/2023
04/03/2024;6163;9;9;200;1800;09/02/2023
04/03/2024;6164;21;8;190;1520;01/04/2023
04/03/2024;6165;24;9;200;1800;22/04/2023
04/03/2024;6166;25;6;30;180;25/04/2023
04/03/2024;6167;25;6;30;180;25/04/2023
04/03/2024;6168;27;1;100;100;04/05/2023
04/03/2024;6169;29;8;190;1520;13/05/2023
04/03/2024;6170;36;3;120;360;09/07/2023
04/03/2024;6171;37;1;100;100;10/07/2023
04/03/2024;6172;39;6;30;180;15/07/2023
04/03/2024;6173;43;1;100;100;26/07/2023
04/03/2024;6174;44;6;30;180;29/07/2023
04/03/2024;6175;45;7;40;280;30/07/2023
04/03/2024;6176;45;5;90;450;30/07/2023
04/03/2024;6177;46;8;190;1520;27/08/2023
04/03/2024;6178;50;4;150;600;04/09/2023
04/03/2024;6179;53;3;120;360;21/09/2023
04/03/2024;6180;55;1;100;100;22/09/2023
04/03/2024;6181;57;2;105;210;02/10/2023
04/03/2024;6182;60;10;200;2000;19/10/2023
04/03/2024;6183;63;5;90;450;07/11/2023
04/03/2024;6184;64;1;100;100;14/11/2023
04/03/2024;6185;66;7;40;280;23/11/2023
04/03/2024;6186;67;1;100;100;24/11/2023
04/03/2024;6187;67;3;120;360;24/11/2023
04/03/2024;6188;68;3;120;360;02/12/2023
04/03/2024;6189;70;8;190;1520;08/12/2023
04/03/2024;6190;70;4;150;600;08/12/2023
04/03/2024;6191;72;5;90;450;18/12/2023
04/03/2024;6192;72;9;200;1800;18/12/2023
04/03/2024;6193;73;10;200;2000;20/12/2023
04/03/2024;6194;74;7;40;280;25/12/2023
04/03/2024;6195;74;8;190;1520;25/12/2023
04/03/2024;6196;76;1;100;100;10/01/2024
04/03/2024;6197;76;4;150;600;10/01/2024
04/03/2024;6198;76;9;200;1800;10/01/2024
04/03/2024;6199;76;5;90;450;10/01/2024
04/03/2024;6200;78;2;105;210;12/01/2024
04/03/2024;6201;79;2;105;210;18/01/2024
04/03/2024;6202;81;2;105;210;25/01/2024
04/03/2024;6203;81;4;150;600;25/01/2024
04/03/2024;6204;81;4;150;600;25/01/2024
04/03/2024;6205;82;6;30;180;05/02/2024
04/03/2024;6206;83;9;200;1800;15/02/2024
04/03/2024;6207;85;5;90;450;29/02/2024
04/03/2024;6208;85;5;90;450;29/02/2024
04/03/2024;6209;87;4;150;600;04/03/2024
05/03/2024;6210;3;5;90;450;15/01/2023
05/03/2024;6211;9;3;120;360;09/02/2023
05/03/2024;6212;10;1;100;100;14/02/2023
05/03/2024;6213;19;1;100;100;27/03/2023
05/03/2024;6214;25;3;120;360;25/04/2023
05/03/2024;6215;27;10;200;2000;04/05/2023
05/03/2024;6216;32;4;150;600;05/06/2023
05/03/2024;6217;36;9;200;1800;09/07/2023
05/03/2024;6218;37;5;90;450;10/07/2023
05/03/2024;6219;38;7;40;280;13/07/2023
05/03/2024;6220;40;9;200;1800;15/07/2023
05/03/2024;6221;47;3;120;360;28/08/2023
05/03/2024;6222;48;5;90;450;29/08/2023
05/03/2024;6223;49;10;200;2000;30/08/2023
05/03/2024;6224;49;7;40;280;30/08/2023
05/03/2024;6225;50;7;40;280;04/09/2023
05/03/2024;6226;57;10;200;2000;02/10/2023
05/03/2024;6227;61;6;30;180;04/11/2023
05/03/2024;6228;65;5;90;450;17/11/2023
05/03/2024;6229;70;9;200;1800;08/12/2023
05/03/2024;6230;73;6;30;180;20/12/2023
05/03/2024;6231;73;4;150;600;20/12/2023
05/03/2024;6232;74;5;90;450;25/12/2023
05/03/2024;6233;74;2;105;210;25/12/2023
05/03/2024;6234;74;2;105;210;25/12/2023
05/03/2024;6235;75;8;190;1520;29/12/2023
05/03/2024;6236;77;10;200;2000;10/01/2024
05/03/2024;6237;77;6;30;180;10/01/2024
05/03/2024;6238;79;10;200;2000;18/01/2024
05/03/2024;6239;79;1;100;100;18/01/2024
05/03/2024;6240;80;5;90;450;23/01/2024
05/03/2024;6241;81;3;120;360;25/01/2024
05/03/2024;6242;83;2;105;210;15/02/2024
05/03/2024;6243;83;9;200;1800;15/02/2024
05/03/2024;6244;84;5;90;450;23/02/2024
05/03/2024;6245;85;3;120;360;29/02/2024
05/03/2024;6246;85;3;120;360;29/02/2024
05/03/2024;6247;86;9;200;1800;03/03/2024
05/03/2024;6248;86;2;105;210;03/03/2024
05/03/2024;6249;87;1;100;100;04/03/2024
05/03/2024;6250;87;10;200;2000;04/03/2024
06/03/2024;6251;8;2;105;210;06/02/2023
06/03/2024;6252;8;8;190;1520;06/02/2023
06/03/2024;6253;18;6;30;180;18/03/2023
06/03/2024;6254;19;6;30;180;27/03/2023
06/03/2024;6255;24;9;200;1800;22/04/2023
06/03/2024;6256;26;1;100;100;26/04/2023
06/03/2024;6257;31;7;40;280;23/05/2023
06/03/2024;6258;32;1;100;100;05/06/2023
06/03/2024;6259;32;3;120;360;05/06/2023
06/03/2024;6260;40;8;190;1520;15/07/2023
06/03/2024;6261;54;7;40;280;22/09/2023
06/03/2024;6262;55;1;100;100;22/09/2023
06/03/2024;6263;57;6;30;180;02/10/2023
06/03/2024;6264;60;9;200;1800;19/10/2023
06/03/2024;6265;64;5;90;450;14/11/2023
06/03/2024;6266;68;3;120;360;02/12/2023
06/03/2024;6267;68;4;150;600;02/12/2023
06/03/2024;6268;69;7;40;280;03/12/2023
06/03/2024;6269;69;5;90;450;03/12/2023
06/03/2024;6270;70;8;190;1520;08/12/2023
06/03/2024;6271;71;1;100;100;12/12/2023
06/03/2024;6272;74;1;100;100;25/12/2023
06/03/2024;6273;74;8;190;1520;25/12/2023
06/03/2024;6274;74;10;200;2000;25/12/2023
06/03/2024;6275;75;4;150;600;29/12/2023
06/03/2024;6276;76;8;190;1520;10/01/2024
06/03/2024;6277;77;6;30;180;10/01/2024
06/03/2024;6278;78;6;30;180;12/01/2024
06/03/2024;6279;78;7;40;280;12/01/2024
06/03/2024;6280;78;5;90;450;12/01/2024
06/03/2024;6281;79;5;90;450;18/01/2024
06/03/2024;6282;80;10;200;2000;23/01/2024
06/03/2024;6283;81;3;120;360;25/01/2024
06/03/2024;6284;81;2;105;210;25/01/2024
06/03/2024;6285;82;8;190;1520;05/02/2024
06/03/2024;6286;84;1;100;100;23/02/2024
06/03/2024;6287;84;10;200;2000;23/02/2024
06/03/2024;6288;85;10;200;2000;29/02/2024
06/03/2024;6289;86;5;90;450;03/03/2024
06/03/2024;6290;86;7;40;280;03/03/2024
06/03/2024;6291;87;3;120;360;04/03/2024
07/03/2024;6292;9;6;30;180;09/02/2023
07/03/2024;6293;10;8;190;1520;14/02/2023
07/03/2024;6294;11;1;100;100;16/02/2023
07/03/2024;6295;17;4;150;600;16/03/2023
07/03/2024;6296;18;3;120;360;18/03/2023
07/03/2024;6297;20;8;190;1520;29/03/2023
07/03/2024;6298;20;8;190;1520;29/03/2023
07/03/2024;6299;29;5;90;450;13/05/2023
07/03/2024;6300;30;10;200;2000;23/05/2023
07/03/2024;6301;31;7;40;280;23/05/2023
07/03/2024;6302;32;1;100;100;05/06/2023
07/03/2024;6303;39;8;190;1520;15/07/2023
07/03/2024;6304;39;7;40;280;15/07/2023
07/03/2024;6305;39;5;90;450;15/07/2023
07/03/2024;6306;42;6;30;180;24/07/2023
07/03/2024;6307;43;3;120;360;26/07/2023
07/03/2024;6308;48;5;90;450;29/08/2023
07/03/2024;6309;51;10;200;2000;14/09/2023
07/03/2024;6310;55;3;120;360;22/09/2023
07/03/2024;6311;60;8;190;1520;19/10/2023
07/03/2024;6312;61;7;40;280;04/11/2023
07/03/2024;6313;61;6;30;180;04/11/2023
07/03/2024;6314;62;9;200;1800;07/11/2023
07/03/2024;6315;68;10;200;2000;02/12/2023
07/03/2024;6316;70;5;90;450;08/12/2023
07/03/2024;6317;71;8;190;1520;12/12/2023
07/03/2024;6318;74;3;120;360;25/12/2023
07/03/2024;6319;77;5;90;450;10/01/2024
07/03/2024;6320;78;3;120;360;12/01/2024
07/03/2024;6321;83;7;40;280;15/02/2024
07/03/2024;6322;85;9;200;1800;29/02/2024
07/03/2024;6323;85;1;100;100;29/02/2024
07/03/2024;6324;86;1;100;100;03/03/2024
07/03/2024;6325;86;7;40;280;03/03/2024
07/03/2024;6326;86;7;40;280;03/03/2024
07/03/2024;6327;86;3;120;360;03/03/2024
07/03/2024;6328;87;5;90;450;04/03/2024
07/03/2024;6329;87;2;105;210;04/03/2024
07/03/2024;6330;87;4;150;600;04/03/2024
08/03/2024;6331;1;3;120;360;01/01/2023
08/03/2024;6332;2;10;200;2000;08/01/2023
08/03/2024;6333;4;1;100;100;17/01/2023
08/03/2024;6334;11;7;40;280;16/02/2023
08/03/2024;6335;15;8;190;1520;10/03/2023
08/03/2024;6336;16;2;105;210;10/03/2023
08/03/2024;6337;19;1;100;100;27/03/2023
08/03/2024;6338;20;5;90;450;29/03/2023
08/03/2024;6339;26;5;90;450;26/04/2023
08/03/2024;6340;27;10;200;2000;04/05/2023
08/03/2024;6341;30;8;190;1520;23/05/2023
08/03/2024;6342;30;2;105;210;23/05/2023
08/03/2024;6343;32;10;200;2000;05/06/2023
08/03/2024;6344;32;8;190;1520;05/06/2023
08/03/2024;6345;34;10;200;2000;09/06/2023
08/03/2024;6346;37;6;30;180;10/07/2023
08/03/2024;6347;43;6;30;180;26/07/2023
08/03/2024;6348;45;5;90;450;30/07/2023
08/03/2024;6349;47;9;200;1800;28/08/2023
08/03/2024;6350;51;10;200;2000;14/09/2023
08/03/2024;6351;51;7;40;280;14/09/2023
08/03/2024;6352;52;6;30;180;17/09/2023
08/03/2024;6353;55;4;150;600;22/09/2023
08/03/2024;6354;60;5;90;450;19/10/2023
08/03/2024;6355;62;8;190;1520;07/11/2023
08/03/2024;6356;63;1;100;100;07/11/2023
08/03/2024;6357;67;10;200;2000;24/11/2023
08/03/2024;6358;68;1;100;100;02/12/2023
08/03/2024;6359;70;3;120;360;08/12/2023
08/03/2024;6360;72;1;100;100;18/12/2023
08/03/2024;6361;74;10;200;2000;25/12/2023
08/03/2024;6362;74;2;105;210;25/12/2023
08/03/2024;6363;76;5;90;450;10/01/2024
08/03/2024;6364;79;7;40;280;18/01/2024
08/03/2024;6365;81;10;200;2000;25/01/2024
08/03/2024;6366;83;2;105;210;15/02/2024
08/03/2024;6367;84;3;120;360;23/02/2024
08/03/2024;6368;84;6;30;180;23/02/2024
08/03/2024;6369;85;8;190;1520;29/02/2024
08/03/2024;6370;85;7;40;280;29/02/2024
08/03/2024;6371;86;9;200;1800;03/03/2024
08/03/2024;6372;86;3;120;360;03/03/2024
08/03/2024;6373;86;7;40;280;03/03/2024
08/03/2024;6374;87;8;190;1520;04/03/2024
08/03/2024;6375;88;6;30;180;08/03/2024
08/03/2024;6376;88;3;120;360;08/03/2024
09/03/2024;6377;6;6;30;180;01/02/2023
09/03/2024;6378;8;3;120;360;06/02/2023
09/03/2024;6379;9;7;40;280;09/02/2023
09/03/2024;6380;11;10;200;2000;16/02/2023
09/03/2024;6381;13;2;105;210;03/03/2023
09/03/2024;6382;16;3;120;360;10/03/2023
09/03/2024;6383;18;6;30;180;18/03/2023
09/03/2024;6384;24;6;30;180;22/04/2023
09/03/2024;6385;25;8;190;1520;25/04/2023
09/03/2024;6386;25;8;190;1520;25/04/2023
09/03/2024;6387;25;8;190;1520;25/04/2023
09/03/2024;6388;31;10;200;2000;23/05/2023
09/03/2024;6389;37;1;100;100;10/07/2023
09/03/2024;6390;42;4;150;600;24/07/2023
09/03/2024;6391;44;6;30;180;29/07/2023
09/03/2024;6392;44;2;105;210;29/07/2023
09/03/2024;6393;47;3;120;360;28/08/2023
09/03/2024;6394;50;8;190;1520;04/09/2023
09/03/2024;6395;53;1;100;100;21/09/2023
09/03/2024;6396;58;8;190;1520;12/10/2023
09/03/2024;6397;60;6;30;180;19/10/2023
09/03/2024;6398;60;9;200;1800;19/10/2023
09/03/2024;6399;66;5;90;450;23/11/2023
09/03/2024;6400;66;5;90;450;23/11/2023
09/03/2024;6401;66;5;90;450;23/11/2023
09/03/2024;6402;67;2;105;210;24/11/2023
09/03/2024;6403;67;2;105;210;24/11/2023
09/03/2024;6404;68;7;40;280;02/12/2023
09/03/2024;6405;70;4;150;600;08/12/2023
09/03/2024;6406;72;6;30;180;18/12/2023
09/03/2024;6407;72;4;150;600;18/12/2023
09/03/2024;6408;74;4;150;600;25/12/2023
09/03/2024;6409;75;7;40;280;29/12/2023
09/03/2024;6410;75;9;200;1800;29/12/2023
09/03/2024;6411;75;10;200;2000;29/12/2023
09/03/2024;6412;77;10;200;2000;10/01/2024
09/03/2024;6413;80;8;190;1520;23/01/2024
09/03/2024;6414;80;2;105;210;23/01/2024
09/03/2024;6415;81;3;120;360;25/01/2024
09/03/2024;6416;82;9;200;1800;05/02/2024
09/03/2024;6417;83;6;30;180;15/02/2024
